V_COD_ESTA,V_COD_ANESTA,V_NOM_ESTA,D_FEC_INI,D_FEC_FIN,N_PORCENTAJE,N_NRO_DIA,V_NOM_DRE,V_COD_TIPO,V_COD_CATE,V_DESC_CATE,V_DESL_CATE,V_COD_SIHI,V_NOM_SIHI,V_COD_CUEN,V_NOM_CUEN,V_COD_SECTOR,N_ALT_MTS,N_LON_SIG,N_LAT_SIG,V_COD_COND,PER_INI,PER_FIN
110058,155204,PACHANGARA,01/09/1963,31/12/1989,90,"8,642",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,23,HUAURA,0006,"3,583",-77,-11,C,1963-09,1989-12
116050,158305,PACHAS,01/01/1964,30/06/1984,98,"7,306",DIRECCION ZONAL DE TACNA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,46,TAMBO,0009,"3,857",-71,-16,C,1964-01,1984-06
107010,000379,PACHIZA,01/01/1964,28/02/2023,59,"12,658",DIRECCION ZONAL DE SAN MARTIN,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,05,HUALLABAMBA,0013,286,-77,-7,F,1964-01,2023-02
114081,157217,PAICO,01/08/1963,30/04/1998,100,"12,631",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,10,PAMPAS,0010,"3,589",-74,-14,C,1963-08,1998-04
104041,152150,PAIMAS,01/04/1970,31/10/1972,61,579,DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,04,CHIRA,0001,504,-80,-5,C,1970-04,1972-10
105097,000204,PAITA,01/05/1968,31/10/1998,90,"9,981",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,04,CHIRA,0001,40,-81,-5,C,1968-05,1998-10
112111,155498,PAJAYRAGRA,01/01/1965,31/12/1971,100,"2,555",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"2,760",-75,-12,C,1965-01,1971-12
112102,155487,PALACO,01/01/1962,31/12/1971,100,"3,650",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"3,872",-75,-12,C,1962-01,1971-12
117037,158321,PALCA,01/02/1965,31/03/2023,80,"16,984",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,50,CAPLINA,0009,"3,023",-70,-18,F,1965-02,2023-03
114022,000735,PALCACHACRA,01/05/1967,31/12/1981,99,"5,297",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,37,ACARI,0009,"3,300",-74,-15,C,1967-05,1981-12
116052,158309,PAMPA UMALZO (TITIJONES),01/12/1963,28/02/2023,93,"20,059",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,48,LOCUMBA,0009,"4,245",-71,-17,F,1963-12,2023-02
108023,000451,PALMAWASI,01/06/1986,31/05/2001,100,"5,479",DIRECCION ZONAL DE HUANUCO,M,12,CP,CLIMATOLOGICA PRINCIPAL,3,HUALLAGA,07,ALTO HUALLAGA,0012,686,-76,-9,C,1986-06,2001-05
110053,155107,PAMPA LIBRE,01/04/1969,31/03/2023,94,"18,475",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,23,HUAURA,0006,"1,756",-77,-11,F,1969-04,2023-03
114021,000731,PALPA,01/10/1963,31/03/2023,72,"15,549",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,36,GRANDE,0003,340,-75,-15,F,1963-10,2023-03
105031,152138,PALTASHACO,01/02/1971,31/07/1991,95,"7,121",DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,05,PIURA,0004,"1,210",-80,-5,C,1971-02,1991-07
111083,155205,PALLAC,01/08/1963,28/02/2023,95,"20,757",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,24,CHANCAY - HUARAL,0006,"2,367",-77,-11,F,1963-08,2023-02
204605,204605,PALLCA-HUARURO,01/09/1968,31/01/1978,100,"3,440",DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,44,CAMANA,0009,"2,393",-72,-16,C,1968-09,1978-01
117005,000837,PAMPA BLANCA,01/09/1963,31/03/2023,99,"21,609",DIRECCION ZONAL DE AREQUIPA,M,12,CP,CLIMATOLOGICA PRINCIPAL,1,PACIFICO,46,TAMBO,0003,108,-72,-17,F,1963-09,2023-03
114066,157102,PAMPA BLANCA,01/10/1966,28/02/2021,98,"19,449",DIRECCION ZONAL DE ICA,M,16,PE,PROPOSITO ESPECIFICO,1,PACIFICO,36,GRANDE,0009,"1,020",-75,-14,F,1966-10,2021-02
105019,152120,TALANEO,01/11/1963,31/10/1996,95,"11,447",DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,04,CHIRA,0004,"2,965",-80,-5,C,1963-11,1996-10
114012,000709,SOLLOCTA,01/07/1951,31/03/1954,100,"1,005",DIRECCION ZONAL DE PUNO,M,16,PE,PROPOSITO ESPECIFICO,7,TITICACA,02,RAMIS,0011,"4,391",-70,-14,C,1951-07,1954-03
110061,155210,SHUSCHAPA,01/08/1969,30/09/2005,12,"1,644",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,23,HUAURA,0006,"4,300",-77,-11,C,1969-08,2005-09
114098,157422,SINA,01/09/1963,31/01/1981,95,"6,059",DIRECCION ZONAL DE PUNO,M,15,PLU,PLUVIOMETRICA,6,MADRE DE DIOS,05,INAMBARI,0011,"3,442",-69,-15,C,1963-09,1981-01
230933,230941,SHULLCAS,10/04/2007,30/09/2008,7,36,DIRECCION ZONAL DE JUNIN,H,06,HLM,HIDROLOGICA LIMNIMETRICA,5,UCAYALI,08,MANTARO,0008,"3,600",-75,-12,C,2007-04,2008-09
112026,000589,SHINTUYA,01/01/1963,31/12/1968,83,"1,825",DIRECCION ZONAL DE CUSCO,M,11,CO,CLIMATOLOGICA ORDINARIA,6,MADRE DE DIOS,06,ALTO MADRE DE DIOS,0012,405,-71,-13,C,1963-01,1968-12
105081,152229,SHIMPIYACU,01/02/1996,31/01/1998,100,731,DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,01,MAYO,0012,865,-77,-6,C,1996-02,1998-01
204805,204805,SHIBAYA,01/11/1966,31/07/1987,43,"3,271",DIRECCION ZONAL DE TACNA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,47,ILO - MOQUEGUA,0009,"4,178",-71,-17,C,1966-11,1987-07
202901,202901,SHEQUE,01/12/1964,31/12/1970,100,"2,222",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,26,RIMAC,0006,"3,248",-77,-12,C,1964-12,1970-12
200321,200323,RESERVORIO SAN LORENZO,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,04,CHIRA,0001,230,-80,-5,C,,
115024,000755,SIBAYO,01/10/1946,31/03/2023,96,"26,755",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,44,CAMANA,0009,"3,816",-71,-15,F,1946-10,2023-03
112085,155168,SIRIA,01/01/1946,31/12/1968,96,"8,030",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,31,CAÑETE,0006,"3,835",-76,-12,C,1946-01,1968-12
118003,158333,TACNA,,,,,DIRECCION ZONAL DE TACNA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,50,CAPLINA,0003,384,-70,-18,C,,
203807,203807,SOL DE ORO,01/09/1946,31/03/1987,91,"13,465",DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,36,GRANDE,0009,"1,044",-75,-15,C,1946-09,1987-03
111103,155260,SOGAYACO,01/01/1963,31/12/1968,100,"2,190",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0008,"3,500",-76,-11,C,1963-01,1968-12
203806,203806,SOCOS,01/09/1956,31/03/1987,70,"7,792",DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,36,GRANDE,0003,471,-75,-15,C,1956-09,1987-03
116044,158205,SOCABAYA,01/11/1963,31/12/1996,100,"12,084",DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,45,QUILCA,0009,"2,277",-72,-16,C,1963-11,1996-12
108047,154111,SIHUAS,01/11/1963,31/03/2023,93,"20,088",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,13,ALTO MARAÑON,0008,"2,716",-78,-9,F,1963-11,2023-03
117034,158318,SITAJARA,01/11/1963,31/03/2019,98,"19,907",DIRECCION ZONAL DE TACNA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,49,SAMA,0009,"3,132",-70,-17,C,1963-11,2019-03
104066,152404,SILVA MERINO,01/10/1963,01/06/2007,77,"12,202",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,14,BAJO MARAÑON,0013,116,-75,-5,C,1963-10,2007-06
107085,153302,SION,01/10/1963,29/02/1980,74,"4,442",DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,07,ALTO HUALLAGA,0012,450,-77,-8,C,1963-10,1980-02
113078,155185,CHOCLOCOCHA,01/01/1941,31/12/2002,5,"1,095",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,10,PAMPAS,0010,"4,670",-75,-13,C,1941-01,2002-12
114009,000702,SAN BORJA,01/12/1982,28/02/1993,93,"3,468",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,36,GRANDE,0003,415,-75,-15,C,1982-12,1993-02
105026,152130,SAN FELIPE,01/08/1963,31/10/1997,99,"12,329",DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,10,CHAMAYA,0005,"1,925",-79,-6,C,1963-08,1997-10
107057,153201,SAN BENITO,01/09/1963,31/03/2023,96,"20,787",DIRECCION ZONAL DE CAJAMARCA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,10,CHICAMA,0006,"1,317",-79,-7,F,1963-09,2023-03
106096,153314,SAN ANTONIO,01/08/1963,28/02/2023,99,"21,456",DIRECCION ZONAL DE SAN MARTIN,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,01,MAYO,0012,467,-76,-6,F,1963-08,2023-02
113048,000718,SAN ANTONIO,01/01/1959,31/01/2005,5,912,DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,33,SAN JUAN,0002,25,-76,-13,C,1959-01,2005-01
108039,152412,SAN ALEJANDRO,01/01/1993,31/12/2002,40,"1,460",DIRECCION ZONAL DE HUANUCO,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,01,AGUAYTIA,0014,244,-75,-9,C,1993-01,2002-12
203809,203809,SAN AGUSTIN,01/01/1947,31/03/1987,79,"11,620",DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,36,GRANDE,0003,373,-75,-15,C,1947-01,1987-03
114008,000700,SAN CAMILO,01/06/1954,31/03/2023,99,"24,808",DIRECCION ZONAL DE ICA,M,13,MAP,METEREOLOGICA AGRICOLA PRINCIPAL,1,PACIFICO,35,ICA,0003,407,-76,-14,F,1954-06,2023-03
203607,203608,RESERVORIO LAGUNA PALCOCOCHA,,,,,DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,34,PISCO,0009,"4,533",-75,-13,C,,
104059,000238,SAUSAL DE CULUCAN,01/01/1963,31/03/2023,99,"21,700",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,04,CHIRA,0004,997,-80,-5,F,1963-01,2023-03
106017,000385,SAUCE,01/01/1964,31/03/2022,99,"21,001",DIRECCION ZONAL DE SAN MARTIN,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,07,ALTO HUALLAGA,0012,614,-76,-7,F,1964-01,2022-03
202608,202608,ALCO-SAYAN,01/01/1967,30/06/1980,58,"2,834",DIRECCION ZONAL DE LIMA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,23,HUAURA,0006,650,-77,-11,C,1967-01,1980-06
103019,151203,SARGENTO PUÑO,01/04/1964,31/03/1983,92,"6,388",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,03,MORONA,0012,200,-78,-3,C,1964-04,1983-03
202611,202612,SAYAN CHICO,01/01/1943,31/12/1973,100,"11,323",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,23,HUAURA,0006,756,-77,-11,C,1943-01,1973-12
210404,210404,SARACOCHA,21/11/1961,16/09/1974,89,"4,146",DIRECCION ZONAL DE PUNO,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,7,TITICACA,03,CABANILLAS,0011,"4,227",-71,-16,C,1961-11,1974-09
106090,153305,SAPOSOA,01/01/1967,31/12/1998,100,"11,680",DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,04,SAPOSOA,0013,348,-77,-7,C,1967-01,1998-12
106032,000211,SAPOSOA,01/01/1967,31/07/2022,99,"19,996",DIRECCION ZONAL DE SAN MARTIN,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,04,SAPOSOA,0013,307,-77,-7,F,1967-01,2022-07
104019,152106,SAPILLICA,01/08/1963,31/03/2023,95,"20,698",DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,04,CHIRA,0004,"1,451",-80,-5,F,1963-08,2023-03
106050,000336,SAÑA,01/09/1964,29/02/1972,86,"2,344",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,08,SAÑA,0001,46,-80,-7,C,1964-09,1972-02
111038,000571,SATIPO,01/01/1941,31/03/2023,74,"22,246",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,05,PERENE,0012,577,-75,-11,F,1941-01,2023-03
103056,151402,QUISTICOCHA,01/07/1970,31/12/1999,74,"7,974",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,4,AMAZONAS,05,INTERCUENCA DEL AMAZONAS,0013,102,-73,-4,C,1970-07,1999-12
107004,000368,CHAQUICOCHA,01/09/1973,31/03/1979,82,"1,670",DIRECCION ZONAL DE CAJAMARCA,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,12,CRISNEJAS,0007,"2,043",-78,-8,C,1973-09,1979-03
112045,000619,SAN MARCOS,01/08/1990,28/02/1998,86,"2,374",DIRECCION ZONAL DE LIMA,M,12,CP,CLIMATOLOGICA PRINCIPAL,1,PACIFICO,26,RIMAC,0002,72,-77,-12,C,1990-08,1998-02
111037,000567,SAN JUAN DE MATAHULO,,,,,DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,08,MANTARO,0008,"3,293",-75,-12,C,,
230919,230923,SANTA ELENA,,,,,DIRECCION ZONAL DE JUNIN,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,5,UCAYALI,08,MANTARO,0008,"3,499",-75,-13,C,,
109013,000430,SAN LORENZO # 5,01/04/1954,31/10/1972,36,"2,468",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,14,SANTA,0006,"3,850",-77,-10,C,1954-04,1972-10
111010,000522,SAN LORENZO,,,,,DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,08,MANTARO,0008,"3,320",-75,-12,C,,
220108,220111,SAN LORENZO,17/01/2011,30/06/2022,82,"3,437",DIRECCION ZONAL DE LORETO,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,14,BAJO MARAÑON,0013,133,-77,-5,P,2011-01,2022-06
104057,152102,SAN LORENZO,01/02/1999,28/02/2023,97,"8,490",DIRECCION ZONAL DE LORETO,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,14,BAJO MARAÑON,0013,134,-77,-5,F,1999-02,2023-02
112063,000655,SAN LORENZO,01/09/1963,31/10/2003,66,"9,710",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"3,320",-75,-12,C,1963-09,2003-10
112126,156102,SAN LAZARO DE ESCOMARCA,01/10/1963,31/03/2023,96,"20,763",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,27,LURIN,0006,"3,758",-76,-12,F,1963-10,2023-03
107006,000370,SAN MARCOS,01/03/1963,31/03/2023,99,"21,642",DIRECCION ZONAL DE CAJAMARCA,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,12,CRISNEJAS,0007,"2,287",-78,-7,F,1963-03,2023-03
103022,151400,SARGENTO LORES,01/10/1963,30/04/1983,90,"6,449",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,01,TIGRE,0013,111,-75,-4,C,1963-10,1983-04
220901,220901,CORRAL QUEMADO,02/01/1975,21/12/1982,80,"2,341",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,13,ALTO MARAÑON,0016,445,-79,-6,C,1975-01,1982-12
114011,000705,CIPA,01/05/1983,31/07/1992,92,"3,107",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,35,ICA,0003,398,-76,-14,C,1983-05,1992-07
112039,000611,CIENEGUILLA,01/07/1971,30/09/1975,84,"1,310",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,27,LURIN,0002,307,-77,-12,C,1971-07,1975-09
103047,000138,CIA. TUMPIS,01/01/1991,30/09/1997,95,"2,343",DIRECCION ZONAL DE PIURA,M,13,MAP,METEREOLOGICA AGRICOLA PRINCIPAL,1,PACIFICO,01,ZARUMILLA,0001,15,-80,-4,C,1991-01,1997-09
110037,000593,CERRO DE PASCO,01/07/1949,30/04/2023,84,"22,526",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"4,357",-76,-11,F,1949-07,2023-04
203305,203305,CATAPALLA,,,,,DIRECCION ZONAL DE LIMA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,31,CAÑETE,0002,575,-76,-13,C,,
112011,000507,CERCAPUQUIO,01/01/1964,31/12/1971,100,"2,920",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"4,447",-75,-12,C,1964-01,1971-12
109010,000427,CIUDAD CONSTITUCION,01/06/1984,31/03/1986,100,669,DIRECCION ZONAL DE HUANUCO,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,02,PACHITEA,0014,325,-75,-10,C,1984-06,1986-03
203902,203902,CECCHAPAMPA,01/07/1967,03/03/1977,64,"2,269",DIRECCION ZONAL DE ICA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,37,ACARI,0009,"3,900",-74,-15,C,1967-07,1977-03
114025,000738,CECCHAPAMPA,01/04/1967,31/12/1982,100,"5,723",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,37,ACARI,0009,"3,900",-74,-15,C,1967-04,1982-12
114080,157215,CCECCAÑA,01/10/1963,30/04/1981,94,"6,023",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,37,ACARI,0009,"4,406",-74,-15,C,1963-10,1981-04
112029,000595,TRES DE DICIEMBRE,,,,,DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,08,MANTARO,0008,"3,182",-75,-12,C,,
113100,156211,VILCASHUAMAN,01/04/1965,30/04/2023,91,"19,265",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,10,PAMPAS,0010,"3,518",-74,-14,F,1965-04,2023-04
113085,156119,TOTORA,01/11/1963,30/09/1988,99,"8,979",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,34,PISCO,0009,"3,966",-75,-13,C,1963-11,1988-09
204809,204809,TORATA,,,,,DIRECCION ZONAL DE TACNA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,47,ILO - MOQUEGUA,0009,"2,337",-71,-17,C,,
117040,158325,TOQUELA,01/11/1963,30/04/2017,100,"19,540",DIRECCION ZONAL DE TACNA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,50,CAPLINA,0009,"3,566",-70,-18,C,1963-11,2017-04
115080,157302,TOMEPAMPA,01/01/1963,31/12/1991,100,"10,585",DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,43,OCOÑA,0009,"2,934",-73,-15,C,1963-01,1991-12
112086,155169,TOMAS,01/04/1980,31/01/1989,85,"2,741",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,31,CAÑETE,0006,"3,948",-76,-12,C,1980-04,1989-01
115067,152165,TRES ESTANCIAS,,,,,DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,44,CAMANA,0009,"4,431",-72,-15,C,,
202610,202610,YAURINGA,,,,,DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,23,HUAURA,0006,"2,540",-77,-11,C,,
112135,156111,VILCA,01/09/1963,29/02/2020,96,"19,903",DIRECCION ZONAL DE LIMA,M,16,PE,PROPOSITO ESPECIFICO,1,PACIFICO,31,CAÑETE,0006,"3,832",-76,-12,P,1963-09,2020-02
201204,201204,YONAN GORE,17/10/1975,12/08/2009,34,"4,234",DIRECCION ZONAL DE CAJAMARCA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,09,JEQUETEPEQUE,0001,457,-79,-7,F,1975-10,2009-08
115121,157448,YOCARA,01/09/1948,31/08/1950,100,730,DIRECCION ZONAL DE PUNO,M,15,PLU,PLUVIOMETRICA,7,TITICACA,03,CABANILLAS,0011,"3,906",-70,-16,C,1948-09,1950-08
202803,202803,YIPATA CH-2,01/10/1968,31/12/1969,100,457,DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,25,CHILLON,0006,"1,200",-77,-12,C,1968-10,1969-12
220505,220505,YERMA,01/09/1966,30/11/1973,86,"2,282",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,10,CHAMAYA,0005,"1,117",-79,-6,C,1966-09,1973-11
109061,154418,YAUTAN,01/09/1963,31/12/1965,96,822,DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,17,CASMA,0006,775,-78,-10,C,1963-09,1965-12
230911,230915,YULAPUQUIO,,,,,DIRECCION ZONAL DE JUNIN,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,5,UCAYALI,08,MANTARO,0008,"3,740",-75,-12,C,,
111015,000529,YAURINGA,01/04/1969,30/04/1973,100,"1,491",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,23,HUAURA,0006,"1,748",-77,-11,C,1969-04,1973-04
112096,155450,YAURICOCHA,01/11/1986,31/03/2023,95,"12,601",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,31,CAÑETE,0006,"4,578",-76,-12,F,1986-11,2023-03
111143,155485,YAURICOCHA,01/01/1965,31/12/1988,100,"8,760",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,316",-76,-12,C,1965-01,1988-12
110114,155437,YAUPI,01/01/1957,31/12/1972,100,"5,840",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0016,"1,548",-76,-11,C,1957-01,1972-12
111099,155235,YAULI,01/01/1997,30/04/2023,98,"9,431",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,094",-76,-12,F,1997-01,2023-04
109004,000409,YURAC,01/01/1949,31/05/1972,93,"7,914",DIRECCION ZONAL DE HUANUCO,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,01,AGUAYTIA,0014,295,-76,-9,C,1949-01,1972-05
103048,000171,ZUNGAROCOCHA,01/03/1967,30/09/1985,100,"6,789",DIRECCION ZONAL DE LORETO,M,11,CO,CLIMATOLOGICA ORDINARIA,4,AMAZONAS,05,INTERCUENCA DEL AMAZONAS,0013,91,-73,-4,C,1967-03,1985-09
112009,000504,ZUCHICOCHA,,,,,DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"4,609",-76,-13,C,,
111111,155297,ZONA VISCAS,01/01/1957,31/12/1960,100,"1,460",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,066",-76,-12,C,1957-01,1960-12
200302,200303,ZAMBA,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,04,CHIRA,0004,761,-80,-5,C,,
108055,154206,YONTE,01/01/1996,31/05/2000,41,667,DIRECCION ZONAL DE HUANUCO,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,07,ALTO HUALLAGA,0012,686,-76,-9,C,1996-01,2000-05
105048,152216,YURACYACU,01/01/1963,31/12/1976,100,"5,110",DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,01,MAYO,0012,820,-77,-6,C,1963-01,1976-12
115094,157321,YANQUE,01/12/1950,28/02/1997,99,"16,769",DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,44,CAMANA,0009,"4,104",-72,-16,C,1950-12,1997-02
116007,000810,YURA,01/12/1934,31/08/1936,91,581,DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,45,QUILCA,0009,"2,567",-72,-16,C,1934-12,1936-08
