V_COD_ESTA,V_COD_ANESTA,V_NOM_ESTA,D_FEC_INI,D_FEC_FIN,N_PORCENTAJE,N_NRO_DIA,V_NOM_DRE,V_COD_TIPO,V_COD_CATE,V_DESC_CATE,V_DESL_CATE,V_COD_SIHI,V_NOM_SIHI,V_COD_CUEN,V_NOM_CUEN,V_COD_SECTOR,N_ALT_MTS,N_LON_SIG,N_LAT_SIG,V_COD_COND,PER_INI,PER_FIN
109066,155405,YUNGAY,01/01/1953,31/12/2003,45,"8,395",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,14,SANTA,0006,"2,440",-78,-9,C,1953-01,2003-12
221502,221502,YUNCHICATE,18/11/1968,21/11/1981,11,534,DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,09,UTCUBAMBA,0016,623,-78,-6,C,1968-11,1981-11
110112,155435,YUNCAN,01/01/1951,31/12/1972,100,"8,030",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0008,"2,970",-76,-11,C,1951-01,1972-12
107062,153215,YUMAGUAL,01/10/1963,31/08/1976,89,"4,174",DIRECCION ZONAL DE CAJAMARCA,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,12,CRISNEJAS,0007,"3,350",-79,-7,C,1963-10,1976-08
220203,220203,RIO VADO,,,,,DIRECCION ZONAL DE CAJAMARCA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,12,CRISNEJAS,0007,"3,150",-78,-8,P,,
105035,152160,SAN JOAQUIN,01/02/1973,30/09/1987,99,"5,325",DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,05,PIURA,0001,223,-80,-5,C,1973-02,1987-09
112006,000494,SAN JAVIER DE ALTO CHUNCHO,01/02/1963,30/11/1964,100,669,DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,28,CHILCA,0002,44,-77,-12,C,1963-02,1964-11
114016,000720,SAN JAVIER,01/02/1957,30/04/1961,100,"1,550",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,36,GRANDE,0003,284,-75,-15,C,1957-02,1961-04
109007,000424,SAN JACINTO DE NEPEÑA,01/02/1956,31/08/1968,91,"4,168",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,16,NEPEÑA,0002,255,-78,-9,C,1956-02,1968-08
201901,201901,SAN JACINTO,01/01/1931,31/07/1990,69,"15,099",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,16,NEPEÑA,0002,300,-78,-9,C,1931-01,1990-07
110002,000420,SAN DIEGO,01/06/1959,30/11/1962,88,"1,125",DIRECCION ZONAL DE LIMA,M,16,PE,PROPOSITO ESPECIFICO,1,PACIFICO,19,HUARMEY,0002,372,-78,-10,C,1959-06,1962-11
104043,152152,SAN ISIDRO,01/04/1970,31/12/1973,62,851,DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,05,PIURA,0001,160,-80,-5,C,1970-04,1973-12
115107,157400,CRUCERO ALTO,01/01/1963,31/12/1999,100,"13,505",DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,44,CAMANA,0009,"4,470",-71,-16,C,1963-01,1999-12
103007,150111,CHACRITAS,01/12/1993,30/11/1996,100,"1,096",DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,02,TUMBES,0001,99,-80,-4,C,1993-12,1996-11
221509,221509,COPALLIN,,,,,DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,09,UTCUBAMBA,0016,"1,709",-78,-6,C,,
104085,000217,CRUCETA,01/03/1964,31/12/1970,99,"2,469",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,05,PIURA,0001,135,-80,-5,C,1964-03,1970-12
201003,201004,CORBACHO,01/12/1972,31/12/1976,100,"1,492",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,08,SAÑA,0001,62,-80,-7,C,1972-12,1976-12
205012,205012,CORANCHAY,,,,,DIRECCION ZONAL DE TACNA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,48,LOCUMBA,0009,"4,243",-70,-17,C,,
114065,157101,CORDOVA,01/01/1964,28/02/2023,97,"20,876",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,36,GRANDE,0009,"3,199",-75,-14,F,1964-01,2023-02
114018,000727,COPARA,01/04/1957,30/04/2023,95,"22,835",DIRECCION ZONAL DE ICA,M,12,CP,CLIMATOLOGICA PRINCIPAL,1,PACIFICO,36,GRANDE,0003,587,-75,-15,F,1957-04,2023-04
108015,000438,CORONGO,01/01/1964,31/05/1976,97,"4,412",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,14,SANTA,0006,"3,150",-78,-9,C,1964-01,1976-05
107052,000354,CONTUMAZA,01/02/1964,31/03/2023,99,"21,396",DIRECCION ZONAL DE CAJAMARCA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,09,JEQUETEPEQUE,0004,"2,542",-79,-7,F,1964-02,2023-03
203501,203501,CONTA,01/09/1922,25/12/2010,71,"22,927",DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,33,SAN JUAN,0002,313,-76,-13,F,1922-09,2010-12
110003,000421,CONOCOCHA # 1,01/08/1957,30/04/1968,89,"3,500",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,20,FORTALEZA,0006,"4,195",-77,-10,C,1957-08,1968-04
115118,157420,CONIMA,01/12/1966,30/04/1993,100,"9,617",DIRECCION ZONAL DE PUNO,M,15,PLU,PLUVIOMETRICA,7,TITICACA,00,INTERCUENCA DEL TITICACA,0011,"3,869",-69,-15,C,1966-12,1993-04
110050,155104,CONGAS,01/11/1963,31/08/1982,99,"6,820",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,20,FORTALEZA,0006,"3,018",-77,-10,C,1963-11,1982-08
107063,153216,COSPAN,01/10/1963,30/11/1999,98,"12,997",DIRECCION ZONAL DE CAJAMARCA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,10,CHICAMA,0006,"2,227",-79,-7,C,1963-10,1999-11
115057,000887,LLACHAHUI,,,,,DIRECCION ZONAL DE PUNO,M,11,CO,CLIMATOLOGICA ORDINARIA,7,TITICACA,00,INTERCUENCA DEL TITICACA,0011,"3,810",-70,-16,C,,
114058,007415,CRUCERO,01/07/1999,28/02/2023,99,"8,522",DIRECCION ZONAL DE PUNO,M,11,CO,CLIMATOLOGICA ORDINARIA,7,TITICACA,02,RAMIS,0011,"4,128",-70,-14,F,1999-07,2023-02
109049,154113,COTAPARACO,01/11/1963,01/12/2010,94,"16,190",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,19,HUARMEY,0006,"3,170",-78,-10,C,1963-11,2010-12
102005,151600,CORBATA,01/09/1963,30/09/1985,97,"7,822",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,4,AMAZONAS,01,PUTUMAYO,0013,101,-71,-2,C,1963-09,1985-09
115019,000749,COTAHUASI,01/12/1963,31/03/2023,90,"19,393",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,43,OCOÑA,0009,"2,683",-73,-15,F,1963-12,2023-03
115044,000803,CRUCERO ALTO,01/11/1963,30/04/2023,98,"21,365",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,44,CAMANA,0009,"4,521",-71,-16,F,1963-11,2023-04
112002,000489,COSMOS,01/01/1979,07/09/1988,98,"3,479",DIRECCION ZONAL DE JUNIN,M,12,CP,CLIMATOLOGICA PRINCIPAL,5,UCAYALI,08,MANTARO,0008,"4,547",-76,-12,C,1979-01,1988-09
204618,204619,CONDOROMA,01/09/1977,13/11/2009,20,"2,393",DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,44,CAMANA,0009,"4,686",-71,-15,C,1977-09,2009-11
113091,156130,CHOCLOCOCHA,01/06/1958,31/12/2022,95,"22,308",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,10,PAMPAS,0008,"4,547",-75,-13,F,1958-06,2022-12
115025,000758,CHIVAY,01/10/1964,31/03/2023,98,"20,880",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,44,CAMANA,0009,"3,644",-72,-16,F,1964-10,2023-03
113117,156307,CHITAPAMPA,01/11/1963,31/12/1999,99,"13,056",DIRECCION ZONAL DE CUSCO,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,03,URUBAMBA,0010,"4,306",-72,-13,C,1963-11,1999-12
105074,000260,CHIRINOS,01/03/1988,31/03/2023,88,"11,264",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,08,CHINCHIPE,0016,"1,772",-79,-5,F,1988-03,2023-03
106070,153113,CHONTA,01/02/1963,30/11/1975,99,"4,624",DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,11,LLAUCANO,0007,"2,057",-78,-7,C,1963-02,1975-11
204903,204903,CHUCARAPI,01/01/1933,31/10/1986,85,"16,797",DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,46,TAMBO,0003,600,-72,-17,C,1933-01,1986-10
105016,152112,CHALACO,01/11/1963,31/03/2023,99,"21,371",DIRECCION ZONAL DE PIURA,M,12,CP,CLIMATOLOGICA PRINCIPAL,1,PACIFICO,05,PIURA,0004,"2,290",-80,-5,F,1963-11,2023-03
220406,220406,CHUNCHUQUILLO,01/09/1965,31/12/1973,100,"3,044",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,10,CHAMAYA,0016,"1,562",-79,-6,C,1965-09,1973-12
112093,155269,CHUNCHO,01/01/1954,31/12/1962,100,"3,285",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0007,"4,560",-76,-13,C,1954-01,1962-12
112007,000495,CHUNCHO,01/01/1939,30/06/1940,83,456,DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,31,CAÑETE,0006,"4,640",-76,-13,C,1939-01,1940-06
105070,000255,CHULUCANAS,01/01/1972,31/03/2023,87,"16,193",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,05,PIURA,0001,89,-80,-5,F,1972-01,2023-03
111003,000488,CHOSICA,01/11/1947,31/03/1955,100,"2,708",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,26,RIMAC,0006,"1,237",-77,-12,C,1947-11,1955-03
106077,153208,CHUGUR,01/09/1963,31/03/2023,99,"21,486",DIRECCION ZONAL DE CAJAMARCA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,07,CHANCAY - LAMBAYEQUE,0004,"2,748",-79,-7,F,1963-09,2023-03
110091,155290,CHUPACA,01/01/1957,31/12/1968,92,"4,015",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,05,PERENE,0008,"4,270",-76,-11,C,1957-01,1968-12
117044,158330,CHUAPALCA,01/01/1964,31/12/1990,93,"9,125",DIRECCION ZONAL DE TACNA,M,15,PLU,PLUVIOMETRICA,7,TITICACA,09,MAURE,0011,"4,706",-70,-17,P,1964-01,1990-12
117013,000860,CHUAPALCA,01/01/1964,31/03/2023,94,"20,238",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,7,TITICACA,09,MAURE,0011,"4,250",-70,-17,F,1964-01,2023-03
220611,220613,CHOTANO LAJAS,01/01/1937,30/11/2011,91,"24,933",DIRECCION ZONAL DE LAMBAYEQUE,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,2,MARAÑON,10,CHAMAYA,0005,"2,148",-79,-7,F,1937-01,2011-11
106084,153235,CHOTANO LAJAS,01/07/1985,30/04/2023,100,"13,757",DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,10,CHAMAYA,0005,"2,163",-79,-7,F,1985-07,2023-04
106034,000303,CHOTA,01/04/1968,28/02/2023,78,"15,708",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,10,CHAMAYA,0005,"2,468",-79,-7,F,1968-04,2023-02
202906,202909,CHOSICA,01/09/1920,16/10/2017,85,"30,292",DIRECCION ZONAL DE LIMA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,26,RIMAC,0006,867,-77,-12,F,1920-09,2017-10
105029,152134,COLASAY,01/05/1964,31/10/1999,95,"12,328",DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,10,CHAMAYA,0005,"1,975",-79,-6,C,1964-05,1999-10
210407,210407,PUENTE COATA-UNOCOLLA,01/11/1995,28/02/2023,22,"2,189",DIRECCION ZONAL DE PUNO,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,7,TITICACA,03,CABANILLAS,0011,"3,835",-70,-15,F,1995-11,2023-02
104031,152137,TACALPO,01/12/1970,30/11/1993,96,"8,066",DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,04,CHIRA,0004,"1,950",-80,-5,C,1970-12,1993-11
110039,150900,CHAMANA,01/09/1980,31/03/2023,95,"14,761",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,20,FORTALEZA,0006,"1,228",-78,-10,F,1980-09,2023-03
106023,140302,CHICLAYO,01/07/1944,31/03/1995,92,"16,984",DIRECCION ZONAL DE LAMBAYEQUE,M,14,SIN,SINOPTICA,1,PACIFICO,07,CHANCAY - LAMBAYEQUE,0001,27,-80,-7,P,1944-07,1995-03
110089,155288,CHANCHOS BAJO,01/01/1957,31/12/1968,100,"4,380",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0008,"4,558",-76,-11,C,1957-01,1968-12
110088,155287,CHANCHOS ALTO,01/01/1957,31/12/1968,100,"4,380",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0008,"3,690",-76,-11,C,1957-01,1968-12
201710,201710,CHANCOS,01/08/1953,31/08/1974,87,"6,658",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,14,SANTA,0006,"3,244",-78,-9,C,1953-08,1974-08
109067,155406,CHANCOS,01/01/1952,31/12/1977,92,"8,760",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,14,SANTA,0006,"3,000",-78,-9,C,1952-01,1977-12
109045,154107,CHACCHAN,01/09/1963,31/03/2023,98,"21,399",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,17,CASMA,0006,"2,266",-78,-10,F,1963-09,2023-03
109054,154208,TULUMAYO,01/02/1962,30/06/1965,100,"1,246",DIRECCION ZONAL DE HUANUCO,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,07,ALTO HUALLAGA,0012,740,-76,-9,C,1962-02,1965-06
106068,153110,UDIMA,01/10/1963,28/02/2023,99,"21,425",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,08,SAÑA,0004,"2,466",-79,-7,F,1963-10,2023-02
108024,000452,UCHIZA,01/08/1964,28/02/2001,63,"8,367",DIRECCION ZONAL DE HUANUCO,M,12,CP,CLIMATOLOGICA PRINCIPAL,3,HUALLAGA,07,ALTO HUALLAGA,0012,539,-76,-8,C,1964-08,2001-02
107082,153286,TURBINA,01/01/1965,31/12/1967,100,"1,095",DIRECCION ZONAL DE CAJAMARCA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,10,CHICAMA,0006,"3,300",-78,-7,C,1965-01,1967-12
110013,000505,UPAMAYO,01/01/1963,31/12/1974,100,"4,380",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"4,150",-76,-11,C,1963-01,1974-12
115055,000843,TUNEL T. QUERQUE,,,,,DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,45,QUILCA,0009,"3,650",-72,-16,C,,
110116,155439,UPAMAYO,01/01/1957,31/12/1974,94,"6,205",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,150",-76,-11,C,1957-01,1974-12
113016,000647,TUNEL CERO,01/06/1958,31/07/2022,93,"21,825",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,10,PAMPAS,0010,"4,512",-75,-13,F,1958-06,2022-07
117031,158314,TUMILACA,01/01/1965,31/03/2023,39,"8,339",DIRECCION ZONAL DE TACNA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,47,ILO - MOQUEGUA,0009,"1,944",-71,-17,F,1965-01,2023-03
204804,204804,TUMILACA,01/09/1945,31/03/2023,32,"9,188",DIRECCION ZONAL DE TACNA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,47,ILO - MOQUEGUA,0009,"1,929",-71,-17,F,1945-09,2023-03
103037,000131,TUMBES COLOMA,01/08/1968,30/09/1969,43,184,DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,01,ZARUMILLA,0001,25,-80,-4,C,1968-08,1969-09
110111,155434,SHELEY,01/01/1957,31/12/1974,100,"6,570",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,132",-76,-11,C,1957-01,1974-12
111090,155219,TUPE,01/08/1969,31/10/1991,99,"8,034",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,23,HUAURA,0006,"4,598",-77,-11,C,1969-08,1991-10
112016,000574,USIBAMBA,01/01/1975,31/05/1983,97,"2,980",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"3,588",-75,-12,C,1975-01,1983-05
211705,211707,VILACOTA,01/11/1963,31/03/2023,41,"8,868",DIRECCION ZONAL DE TACNA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,7,TITICACA,09,MAURE,0011,"4,400",-70,-17,F,1963-11,2023-03
117036,158320,VILACOTA,01/01/1964,01/09/1997,74,"9,037",DIRECCION ZONAL DE TACNA,M,15,PLU,PLUVIOMETRICA,7,TITICACA,09,MAURE,0011,"4,438",-70,-17,C,1964-01,1997-09
117014,000861,VILACOTA,01/09/1997,31/03/2023,96,"9,006",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,7,TITICACA,09,MAURE,0011,"4,390",-70,-17,F,1997-09,2023-03
110115,155438,VICTORIA # 2,01/01/1957,31/12/1972,100,"5,840",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0008,"4,258",-76,-11,C,1957-01,1972-12
115115,157412,UMAYO,01/08/1963,31/12/1993,100,"11,081",DIRECCION ZONAL DE PUNO,M,15,PLU,PLUVIOMETRICA,7,TITICACA,04,ILLPA,0011,"3,850",-70,-16,C,1963-08,1993-12
105058,000242,SAN IGNACIO,01/01/1946,28/02/2023,59,"16,710",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,08,CHINCHIPE,0016,"1,243",-79,-5,F,1946-01,2023-02
104087,000226,REPRESA SAN LORENZO,01/01/1962,31/12/1971,98,"3,559",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,04,CHIRA,0001,231,-80,-5,C,1962-01,1971-12
111027,000548,MATUCANA,01/02/1964,31/03/2023,96,"20,753",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,26,RIMAC,0006,"2,417",-76,-12,F,1964-02,2023-03
204620,204621,REPRESA CONDOROMA,01/09/1993,28/02/1995,100,545,DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,44,CAMANA,0009,"4,239",-71,-15,C,1993-09,1995-02
109017,000441,RECUAY,01/02/1964,31/03/2020,91,"18,751",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,14,SANTA,0006,"3,431",-77,-10,F,1964-02,2020-03
201713,201713,RECRETA,01/01/1953,31/08/1974,94,"7,437",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,14,SANTA,0006,"4,143",-77,-10,C,1953-01,1974-08
110099,155416,RECRETA,01/01/1952,31/12/1977,96,"9,125",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,14,SANTA,0006,"4,000",-77,-10,C,1952-01,1977-12
106046,000332,REQUE,01/04/1964,31/03/2023,97,"20,879",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,07,CHANCAY - LAMBAYEQUE,0001,13,-80,-7,F,1964-04,2023-03
115052,000821,RINCON DE LA CRUZ,01/07/1991,30/11/2022,72,"8,251",DIRECCION ZONAL DE PUNO,M,11,CO,CLIMATOLOGICA ORDINARIA,7,TITICACA,05,ILAVE,0011,"3,887",-70,-16,F,1991-07,2022-11
114006,000698,RIO GRANDE,01/02/1982,31/03/2023,82,"12,267",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,36,GRANDE,0003,325,-75,-15,F,1982-02,2023-03
230932,230940,RIO CUNAS,10/02/1995,18/05/2006,79,"3,233",DIRECCION ZONAL DE JUNIN,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,5,UCAYALI,08,MANTARO,0008,"3,240",-75,-12,C,1995-02,2006-05
202904,202904,RIO BLANCO,07/10/1968,26/02/2017,38,"6,772",DIRECCION ZONAL DE LIMA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,26,RIMAC,0006,"3,510",-76,-12,F,1968-10,2017-02
111061,151210,RIO BLANCO,01/01/1985,30/04/2023,97,"13,517",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,26,RIMAC,0006,"3,503",-76,-12,F,1985-01,2023-04
109029,000471,RIO AZUL,01/04/1960,30/04/1962,96,729,DIRECCION ZONAL DE HUANUCO,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,07,ALTO HUALLAGA,0016,"1,680",-76,-9,C,1960-04,1962-04
203605,203606,RESERVORIO LAGUNA ACNOCOCHA,,,,,DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,34,PISCO,0009,"4,734",-75,-13,C,,
117018,000875,SAMA GRANDE,01/01/1964,31/03/2023,99,"21,430",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,49,SAMA,0003,529,-70,-18,F,1964-01,2023-03
113090,156129,SAN GENARO,01/01/1958,31/12/1975,94,"6,205",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,10,PAMPAS,0010,"4,808",-75,-13,C,1958-01,1975-12
113119,156401,SAN GABAN,01/01/1965,30/11/2022,59,"12,416",DIRECCION ZONAL DE PUNO,M,11,CO,CLIMATOLOGICA ORDINARIA,6,MADRE DE DIOS,05,INAMBARI,0012,666,-70,-13,F,1965-01,2022-11
113077,006401,SAN GABAN,01/07/1999,31/01/2020,99,"7,458",DIRECCION ZONAL DE PUNO,M,11,CO,CLIMATOLOGICA ORDINARIA,6,MADRE DE DIOS,05,INAMBARI,0012,820,-70,-13,C,1999-07,2020-01
200420,200421,SAN FRANCISCO,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,05,PIURA,0001,77,-80,-5,C,,
230926,230933,SAN FRANCISCO,,,,,DIRECCION ZONAL DE CUSCO,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,5,UCAYALI,09,APURIMAC,,800,-74,-13,P,,
104070,152600,SAN FERNANDO,01/10/1963,30/04/1982,98,"6,664",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,4,AMAZONAS,04,YAVARI,0013,107,-71,-4,C,1963-10,1982-04
104083,000215,SAN JACINTO,01/01/1953,30/04/1961,75,"2,279",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,04,CHIRA,0001,34,-81,-5,C,1953-01,1961-04
106012,000376,RODRIGUEZ. DE MENDOZA,01/12/1963,30/06/1972,67,"2,100",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,05,HUALLABAMBA,0016,"2,900",-77,-6,C,1963-12,1972-06
114087,157306,SAIROSA,01/11/1963,31/12/1972,83,"2,771",DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,43,OCOÑA,0009,"4,743",-73,-15,C,1963-11,1972-12
108011,000432,SAFUNA,01/07/1969,31/10/1972,100,"1,219",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,14,SANTA,0006,"4,275",-78,-9,C,1969-07,1972-10
107087,153306,SACANCHE,01/09/1963,31/12/2004,100,"15,067",DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,04,SAPOSOA,0013,465,-77,-7,C,1963-09,2004-12
106051,000339,RUPAHUASI,01/01/1964,30/06/1973,99,"3,438",DIRECCION ZONAL DE CAJAMARCA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,07,CHANCAY - LAMBAYEQUE,0004,"2,850",-79,-7,C,1964-01,1973-06
111098,155232,RUNATULLO,01/09/1966,31/05/2001,97,"12,358",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0008,"3,690",-75,-12,C,1966-09,2001-05
